city,state_name,lat,lng
Grand Rapids,Michigan,42.9615,-85.6557
Kalamazoo,Michigan,42.2749,-85.5882
Saginaw,Michigan,43.4199,-83.9501
Rochester Hills,Michigan,42.6645,-83.1563
Benton Harbor,Michigan,42.1159,-86.4488
St. Clair Shores,Michigan,42.4921,-82.8957
Warren,Michigan,42.4934,-83.027
Holland,Michigan,42.7677,-86.0984
Midland,Michigan,43.6239,-84.2316
Royal Oak,Michigan,42.5084,-83.1539
Shawnee,Kansas,39.0158,-94.8076
Kansas City,Kansas,39.1234,-94.7443
Olathe,Kansas,38.8832,-94.8198
Lawrence,Kansas,38.9598,-95.2641
Topeka,Kansas,39.0346,-95.6955
Wichita,Kansas,37.6897,-97.3441
Manhattan,Kansas,39.1885,-96.6047
Overland Park,Kansas,38.887,-94.687
Lenexa,Kansas,38.9609,-94.8018
Bozeman,Montana,45.6828,-111.0549
Great Falls,Montana,47.5022,-111.2995
Billings,Montana,45.7889,-108.5509
Missoula,Montana,46.8685,-114.0095
Helena,Montana,46.5965,-112.0199
Gulfport,Mississippi,30.4271,-89.0703
Hattiesburg,Mississippi,31.3074,-89.317
Jackson,Mississippi,32.3163,-90.2124
Southaven,Mississippi,34.9514,-89.9787
Bayamón,Puerto Rico,18.3793,-66.1635
Carolina,Puerto Rico,18.4054,-65.9792
Caguas,Puerto Rico,18.2319,-66.0388
Mayagüez,Puerto Rico,18.2003,-67.1397
San Juan,Puerto Rico,18.4037,-66.0636
Ponce,Puerto Rico,18.012,-66.6198
Guaynabo,Puerto Rico,18.3839,-66.1134
North Charleston,South Carolina,32.9067,-80.0722
Anderson,South Carolina,34.5212,-82.6478
Charleston,South Carolina,32.8151,-79.963
Hilton Head Island,South Carolina,32.1896,-80.7499
Greenville,South Carolina,34.8362,-82.3649
Summerville,South Carolina,33.0016,-80.1795
Florence,South Carolina,34.1782,-79.7872
Mount Pleasant,South Carolina,32.8533,-79.8269
Beaufort,South Carolina,32.4606,-80.7245
Sumter,South Carolina,33.9392,-80.393
Spartanburg,South Carolina,34.9437,-81.9256
Rock Hill,South Carolina,34.9413,-81.025
Mauldin,South Carolina,34.7866,-82.2997
Myrtle Beach,South Carolina,33.7096,-78.8842
Columbia,South Carolina,34.0376,-80.9037
Louisville,Kentucky,38.1663,-85.6485
Lexington,Kentucky,38.0423,-84.4587
Elizabethtown,Kentucky,37.703,-85.8769
Owensboro,Kentucky,37.7573,-87.1174
Bowling Green,Kentucky,36.9715,-86.4375
Hillsboro,Oregon,45.5272,-122.936
Eugene,Oregon,44.0563,-123.1173
Corvallis,Oregon,44.5696,-123.2781
Grants Pass,Oregon,42.4333,-123.3316
Springfield,Oregon,44.0538,-122.981
Gresham,Oregon,45.5023,-122.4413
Salem,Oregon,44.9232,-123.0245
Medford,Oregon,42.3372,-122.8537
Portland,Oregon,45.5371,-122.65
Bend,Oregon,44.0562,-121.3087
Albany,Oregon,44.6275,-123.0966
Aloha,Oregon,45.492,-122.8726
Beaverton,Oregon,45.4779,-122.8168
Tigard,Oregon,45.4237,-122.7845
Rapid City,South Dakota,44.0716,-103.2205
Sioux Falls,South Dakota,43.5397,-96.7321
